"Year","Month","Nationality","State","Students","Share","Growth"
"2010","Dec","Rwanda","_All","13","0","44"
"2010","Dec","Senegal","_All","4","0","-25"
"2010","Dec","Seychelles","_All","81","0","-31"
"2010","Dec","St Vincent and the Grenadines","_All","4","0","0"
"2010","Dec","Swaziland","_All","4","0","-33"
"2010","Dec","Sweden","_All","1743","0","-3"
"2010","Dec","Trinidad and Tobago","_All","25","0","0"
"2010","Dec","Vanuatu","_All","33","0","32"
"2010","Dec","Zambia","_All","673","0","-10"
"2011","Dec","Algeria","_All","5","0","-29"
"2011","Dec","Antigua and Barbuda","_All","4","0","0"
"2011","Dec","Argentina","_All","217","0","4"
"2011","Dec","Armenia","_All","8","0","14"
"2011","Dec","Austria","_All","435","0","-4"
"2011","Dec","Benin","_All","4","0","-50"
"2011","Dec","Bosnia and Herzegovina","_All","32","0","23"
"2011","Dec","Burkina Faso","_All","4","0","0"
"2011","Dec","Cameroon","_All","17","0","-23"
"2011","Dec","Canada","_All","4495","1","-3"
"2011","Dec","China","_All","116317","27","-5"
"2011","Dec","Colombia","_All","5960","1","-10"
"2011","Dec","Congo, Democratic Republic of","_All","6","0","20"
"2011","Dec","Czech Republic","_All","1453","0","-16"
"2011","Dec","Ecuador","_All","147","0","-5"
"2011","Dec","Haiti","_All","4","0","300"
"2011","Dec","Honduras","_All","10","0","43"
"2011","Dec","India","_All","48222","11","-30"
"2011","Dec","Israel","_All","381","0","-19"
"2011","Dec","Korea, Democratic People's Republic of (North)","_All","20","0","-31"
"2011","Dec","Lebanon","_All","740","0","-11"
"2011","Dec","Libya","_All","845","0","13"
"2011","Dec","Luxembourg","_All","21","0","-25"
"2011","Dec","Malaysia","_All","20828","5","-3"
"2011","Dec","Malta","_All","12","0","-20"
"2011","Dec","Myanmar","_All","919","0","-5"
"2011","Dec","San Marino","_All","4","0","200"
"2011","Dec","Singapore","_All","9015","2","0"
"2011","Dec","Slovakia","_All","972","0","-3"
"2011","Dec","Sudan","_All","32","0","3"
"2011","Dec","Suriname","_All","4","0","-75"
"2011","Dec","United Kingdom","_All","4944","1","-5"
"2011","Dec","United States of America","_All","10093","2","-2"
"2011","Dec","Zaire","_All","4","0","0"
"2012","Dec","Bahrain","_All","131","0","-33"
"2012","Dec","Brazil","_All","10317","3","-2"
"2012","Dec","Dominica","_All","4","0","0"
"2012","Dec","Gaza Strip and West Bank","_All","45","0","-6"
"2012","Dec","Germany","_All","4389","1","-17"
"2012","Dec","Ghana","_All","138","0","22"
"2012","Dec","Guinea-Bissau","_All","4","0","0"
"2012","Dec","Guyana","_All","4","0","100"
"2012","Dec","Macau","_All","550","0","4"
"2012","Dec","Mauritania","_All","4","0",""
"2012","Dec","Moldova","_All","8","0","0"
"2012","Dec","Mozambique","_All","19","0","0"
"2012","Dec","Other","_All","167","0","-29"
"2012","Dec","Papua New Guinea","_All","1180","0","27"
"2012","Dec","Romania","_All","110","0","-21"
"2012","Dec","Russian Federation","_All","1342","0","10"
"2012","Dec","Rwanda","_All","13","0","-7"
"2012","Dec","Senegal","_All","4","0","33"
"2012","Dec","Somalia","_All","4","0","-50"
"2012","Dec","St Vincent and the Grenadines","_All","4","0",""
"2012","Dec","Taiwan","_All","5575","1","-5"
"2012","Dec","Trinidad and Tobago","_All","14","0","-18"
"2012","Dec","Turkmenistan","_All","5","0","150"
"2012","Dec","Ukraine","_All","127","0","9"
"2012","Dec","Zambia","_All","493","0","-14"
"2013","Dec","Armenia","_All","14","0","75"
"2013","Dec","Bahamas","_All","4","0","-50"
"2013","Dec","Benin","_All","4","0","0"
"2013","Dec","Canada","_All","4114","1","-5"
"2013","Dec","China","_All","110239","27","-1"
"2013","Dec","Congo, Democratic Republic of","_All","9","0","125"
"2013","Dec","Costa Rica","_All","28","0","27"
"2013","Dec","Croatia","_All","79","0","23"
"2013","Dec","Czech Republic","_All","1650","0","9"
"2013","Dec","Dominican Republic","_All","4","0","-33"
"2013","Dec","Ecuador","_All","504","0","117"
"2013","Dec","Grenada","_All","4","0","50"
"2013","Dec","Guatemala","_All","11","0","-15"
"2013","Dec","Hungary","_All","614","0","6"
"2013","Dec","India","_All","36060","9","-2"
"2013","Dec","Israel","_All","235","0","-21"
"2013","Dec","Lebanon","_All","660","0","4"
"2013","Dec","Maldives","_All","122","0","-2"
"2013","Dec","Malta","_All","10","0","-29"
"2013","Dec","Myanmar","_All","867","0","0"
"2013","Dec","Nepal","_All","11222","3","7"
"2013","Dec","Samoa ","_All","13","0","63"
"2013","Dec","Samoa, American","_All","4","0",""
"2013","Dec","Singapore","_All","8401","2","-4"
"2013","Dec","Sri Lanka","_All","4322","1","-4"
"2013","Dec","Sudan","_All","29","0","7"
"2013","Dec","Suriname","_All","4","0","0"
"2013","Dec","Thailand","_All","13952","3","4"
"2013","Dec","United States of America","_All","9206","2","-1"
"2013","Dec","Zaire","_All","4","0","100"
"2014","Dec","Bhutan","_All","855","0","51"
"2014","Dec","Brazil","_All","14951","3","18"
"2014","Dec","Dominica","_All","4","0","0"
"2014","Dec","Equatorial Guinea","_All","4","0","0"
"2014","Dec","Eritrea","_All","7","0","0"
"2014","Dec","France","_All","3805","1","7"
"2014","Dec","Georgia","_All","4","0","-33"
"2014","Dec","Ghana","_All","242","0","45"
"2014","Dec","Guyana","_All","4","0","300"
"2014","Dec","Hong Kong","_All","11863","3","13"
"2014","Dec","Iraq","_All","784","0","46"
"2014","Dec","Jordan","_All","539","0","-1"
"2014","Dec","Macau","_All","632","0","12"
"2014","Dec","Mauritania","_All","4","0",""
"2014","Dec","Moldova","_All","7","0","-46"
"2014","Dec","Mongolia","_All","666","0","38"
"2014","Dec","Mozambique","_All","26","0","13"
"2014","Dec","Namibia","_All","9","0","0"
"2014","Dec","Other","_All","81","0","-18"
"2014","Dec","Panama","_All","9","0","0"
"2014","Dec","Papua New Guinea","_All","1266","0","2"
"2014","Dec","Paraguay","_All","21","0","91"
"2014","Dec","Romania","_All","128","0","2"
"2014","Dec","Russian Federation","_All","1488","0","5"
"2014","Dec","St Vincent and the Grenadines","_All","4","0","100"
"2014","Dec","Syria","_All","36","0","3"
"2014","Dec","Taiwan","_All","7454","2","21"
"2014","Dec","Turkmenistan","_All","7","0","40"
"2014","Dec","Ukraine","_All","233","0","15"
"2014","Dec","Yemen","_All","19","0","-5"
"2015","Dec","Bahamas","_All","5","0","-17"
"2015","Dec","Botswana","_All","88","0","-30"
"2015","Dec","Cambodia","_All","1171","0","21"
"2015","Dec","Canada","_All","4072","1","0"
"2015","Dec","Costa Rica","_All","32","0","0"
"2015","Dec","Croatia","_All","101","0","1"
"2015","Dec","Dominican Republic","_All","10","0","11"
"2015","Dec","Grenada","_All","4","0","100"
"2015","Dec","Guatemala","_All","33","0","74"
"2015","Dec","Hungary","_All","585","0","4"
"2015","Dec","Iceland","_All","45","0","7"
"2015","Dec","Kenya","_All","2020","0","16"
"2015","Dec","Liberia","_All","5","0","-38"
"2015","Dec","Maldives","_All","160","0","15"
"2015","Dec","Mauritius","_All","1746","0","5"
"2015","Dec","Monaco","_All","4","0","0"
"2015","Dec","Nepal","_All","15160","3","13"
"2015","Dec","Niger","_All","4","0","0"
"2015","Dec","Peru","_All","1064","0","2"
"2015","Dec","Qatar","_All","34","0","-19"
"2015","Dec","Samoa ","_All","7","0","-22"
"2015","Dec","Samoa, American","_All","4","0","100"
"2015","Dec","Saudi Arabia","_All","7758","2","-2"
"2015","Dec","Sri Lanka","_All","5622","1","15"
"2015","Dec","Thailand","_All","17207","3","7"
"2015","Dec","Turkey","_All","1178","0","-5"
"2015","Dec","Uzbekistan","_All","87","0","16"
"2016","Dec","Bhutan","_All","1326","0","22"
"2016","Dec","Bolivia","_All","40","0","14"
"2016","Dec","Cameroon","_All","39","0","8"
"2016","Dec","Cote d'Ivoire","_All","5","0","25"
"2016","Dec","Equatorial Guinea","_All","4","0",""
"2016","Dec","Eritrea","_All","7","0","17"
"2016","Dec","Estonia","_All","399","0","12"
"2016","Dec","France","_All","4738","1","12"
"2016","Dec","Georgia","_All","7","0","0"
"2016","Dec","Honduras","_All","12","0","9"
"2016","Dec","Hong Kong","_All","13949","3","8"
"2016","Dec","Iran","_All","2560","0","-5"
"2016","Dec","Iraq","_All","700","0","-16"
"2016","Dec","Japan","_All","11409","2","16"
"2016","Dec","Jordan","_All","552","0","3"
"2016","Dec","Kosovo","_All","4","0","-50"
"2016","Dec","Libya","_All","79","0","-44"
"2016","Dec","Madagascar","_All","11","0","38"
"2016","Dec","Mongolia","_All","1397","0","33"
"2016","Dec","Namibia","_All","16","0","45"
"2016","Dec","Panama","_All","16","0","23"
"2016","Dec","Paraguay","_All","53","0","141"
"2016","Dec","Sierra Leone","_All","16","0","60"
"2016","Dec","Syria","_All","32","0","-3"
"2016","Dec","Turkmenistan","_All","5","0","-29"
"2016","Dec","United Arab Emirates","_All","501","0","-7"
"2016","Dec","Venezuela","_All","1408","0","36"
"2016","Dec","Yemen","_All","11","0","-15"
"2017","Dec","Botswana","_All","87","0","-7"
"2017","Dec","Cambodia","_All","1805","0","28"
"2017","Dec","Costa Rica","_All","54","0","20"
"2017","Dec","Iceland","_All","59","0","13"
"2017","Dec","Indonesia","_All","15634","3","6"
"2017","Dec","Italy","_All","7575","1","-1"
"2017","Dec","Kenya","_All","3137","1","21"
"2017","Dec","Korea, Republic of (South)","_All","22335","4","2"
"2017","Dec","Liberia","_All","10","0","25"
"2017","Dec","Liechtenstein","_All","4","0","-33"
"2017","Dec","Mauritius","_All","1858","0","0"
"2017","Dec","Monaco","_All","4","0","-33"
"2017","Dec","Netherlands","_All","1258","0","9"
"2017","Dec","Niger","_All","4","0","50"
"2017","Dec","Peru","_All","1140","0","6"
"2017","Dec","Portugal","_All","895","0","2"
"2017","Dec","Qatar","_All","30","0","-3"
"2017","Dec","Saudi Arabia","_All","5373","1","-17"
"2017","Dec","Seychelles","_All","30","0","-21"
"2017","Dec","Sweden","_All","1930","0","3"
"2017","Dec","Turkey","_All","1852","0","30"
"2017","Dec","Uruguay","_All","74","0","106"
"2017","Dec","Uzbekistan","_All","142","0","18"
"2018","Dec","Antigua and Barbuda","_All","4","0","200"
"2018","Dec","Belarus","_All","27","0","4"
"2018","Dec","Benin","_All","4","0","0"
"2018","Dec","Bhutan","_All","2143","0","37"
"2018","Dec","Bolivia","_All","65","0","30"
"2018","Dec","Burkina Faso","_All","4","0","0"
"2018","Dec","Cameroon","_All","50","0","9"
"2018","Dec","China","_All","204945","30","11"
"2018","Dec","Colombia","_All","16933","2","20"
"2018","Dec","Comoros","_All","4","0","200"
"2018","Dec","Cote d'Ivoire","_All","5","0","-44"
"2018","Dec","Cyprus","_All","70","0","4"
"2018","Dec","Equatorial Guinea","_All","4","0","0"
"2018","Dec","Estonia","_All","413","0","4"
"2018","Dec","Honduras","_All","15","0","-6"
"2018","Dec","Iran","_All","2567","0","-2"
"2018","Dec","Japan","_All","12801","2","2"
"2018","Dec","Korea, Democratic People's Republic of (North)","_All","4","0","0"
"2018","Dec","Kosovo","_All","8","0","60"
"2018","Dec","Libya","_All","20","0","-43"
"2018","Dec","Luxembourg","_All","35","0","0"
"2018","Dec","Madagascar","_All","15","0","36"
"2018","Dec","Marshall Islands","_All","4","0","0"
"2018","Dec","Morocco","_All","55","0","-4"
"2018","Dec","Pakistan","_All","13606","2","7"
"2018","Dec","Puerto Rico","_All","4","0","0"
"2018","Dec","San Marino","_All","4","0","-50"
"2018","Dec","Sierra Leone","_All","18","0","-5"
"2018","Dec","Togo","_All","4","0",""
"2018","Dec","United Arab Emirates","_All","388","0","-1"
"2018","Dec","Venezuela","_All","972","0","-27"
"2018","Dec","Zaire","_All","4","0","0"
"2019","Dec","Bahrain","_All","46","0","-2"
"2019","Dec","Chile","_All","4575","1","15"
"2019","Dec","Dominica","_All","5","0","150"
"2019","Dec","El Salvador","_All","69","0","17"
"2019","Dec","Fiji","_All","774","0","36"
"2019","Dec","Indonesia","_All","18063","2","9"
"2019","Dec","Italy","_All","6617","1","-5"
"2019","Dec","Korea, Republic of (South)","_All","21141","3","-3"
"2019","Dec","Liechtenstein","_All","4","0","-80"
"2019","Dec","Mauritania","_All","4","0","50"
"2019","Dec","Mauritius","_All","2027","0","3"
"2019","Dec","Netherlands","_All","1338","0","0"
"2019","Dec","Portugal","_All","838","0","-5"
"2019","Dec","Seychelles","_All","37","0","6"
"2019","Dec","Sweden","_All","1716","0","-12"
"2019","Dec","Uruguay","_All","131","0","34"
"2020","Dec","Antigua and Barbuda","_All","4","0",""
"2020","Dec","Armenia","_All","14","0","0"
"2020","Dec","Barbados","_All","10","0","0"
"2020","Dec","Belarus","_All","24","0","-8"
"2020","Dec","Benin","_All","4","0","-50"
"2020","Dec","Burkina Faso","_All","4","0","200"
"2020","Dec","Cameroon","_All","37","0","-21"
"2020","Dec","China","_All","190926","28","-10"
"2020","Dec","Colombia","_All","18898","3","-9"
"2020","Dec","Comoros","_All","4","0","-50"
"2020","Dec","Croatia","_All","80","0","-10"
"2020","Dec","Cyprus","_All","48","0","-16"
"2020","Dec","Czech Republic","_All","834","0","-33"
"2020","Dec","Denmark","_All","431","0","-57"
"2020","Dec","Gabon","_All","4","0","-67"
"2020","Dec","Honduras","_All","24","0","60"
"2020","Dec","Ireland","_All","1196","0","2"
"2020","Dec","Israel","_All","195","0","-17"
"2020","Dec","Korea, Democratic People's Republic of (North)","_All","4","0","-20"
"2020","Dec","Lebanon","_All","623","0","-12"
"2020","Dec","Luxembourg","_All","21","0","-54"
"2020","Dec","Morocco","_All","59","0","-8"
"2020","Dec","Myanmar","_All","2286","0","4"
"2020","Dec","Nepal","_All","52427","8","-2"
"2020","Dec","Pakistan","_All","15158","2","0"
"2020","Dec","Puerto Rico","_All","4","0","0"
"2020","Dec","Singapore","_All","7009","1","-11"
"2020","Dec","Sri Lanka","_All","13206","2","-2"
"2020","Dec","St Lucia","_All","4","0","33"
"2020","Dec","Suriname","_All","8","0","33"
"2020","Dec","Togo","_All","4","0","0"
"2020","Dec","United States of America","_All","8490","1","-29"
"2020","Dec","Zaire","_All","4","0","0"
"2019","Dec","Belarus","VIC","7","0","0"
"2019","Dec","United Arab Emirates","VIC","123","0","2"
"2019","Dec","India","VIC","55152","22","31"
"2019","Dec","Madagascar","VIC","8","0","14"
"2010","Dec","Iraq","VIC","53","0","13"
"2010","Dec","Algeria","VIC","4","0","0"
"2010","Dec","Morocco","VIC","4","0","0"
"2010","Dec","Bolivia","VIC","8","0","100"
"2010","Dec","Colombia","VIC","1813","1","0"
"2010","Dec","Libya","VIC","144","0","144"
"2010","Dec","Panama","VIC","4","0","-20"
"2010","Dec","Belarus","ACT","4","0","-50"
"2010","Dec","India","ACT","575","6","-6"
"2010","Dec","Solomon Islands","VIC","6","0","20"
"2010","Dec","Belgium","VIC","195","0","-9"
"2010","Dec","Kazakhstan","VIC","23","0","35"
"2005","Dec","United Kingdom","SA","214","1","3"
"2005","Dec","Libya","SA","5","0","0"
"2005","Dec","Japan","SA","937","6","-2"
"2005","Dec","Bolivia","SA","4","0","100"
"2005","Dec","Georgia","NSW","4","0","0"
"2005","Dec","Cameroon","NSW","4","0","100"
"2005","Dec","United States of America","SA","382","2","-15"
"2005","Dec","Madagascar","NSW","4","0",""
"2005","Dec","Brazil","NSW","2782","3","47"
"2005","Dec","Kazakhstan","SA","4","0","100"
"2005","Dec","Pakistan","SA","119","1","78"
"2019","Dec","Cameroon","VIC","13","0","30"
"2019","Dec","Jamaica","VIC","6","0","0"
"2019","Dec","Ecuador","VIC","144","0","2"
"2010","Dec","Cameroon","ACT","4","0","0"
"2010","Dec","Nigeria","ACT","28","0","40"
"2010","Dec","Korea, Democratic People's Republic of (North)","ACT","4","0","0"
"2005","Dec","Spain","SA","16","0","-24"
"2005","Dec","Afghanistan","SA","4","0","0"
"2005","Dec","Eritrea","SA","4","0","0"
"2005","Dec","Ukraine","NSW","30","0","-9"
"2005","Dec","United States of America","NT","18","5","-25"
"2005","Dec","Malaysia","NSW","2625","2","0"
"2005","Dec","Macau","NSW","68","0","3"
"2005","Dec","Switzerland","SA","31","0","0"
"2005","Dec","Vietnam","NT","5","1","67"
"2005","Dec","China","NT","42","12","-35"
"2005","Dec","Belarus","NSW","4","0","-20"
"2005","Dec","Cambodia","NT","4","0",""
"2005","Dec","East Timor","SA","5","0","0"
"2005","Dec","Namibia","NSW","4","0","-67"
"2005","Dec","Yemen","NSW","4","0","0"
"2003","Dec","Kazakhstan","QLD","4","0","0"
"2003","Dec","Reunion","QLD","4","0","0"
"2003","Dec","Venezuela","QLD","28","0","-3"
"2003","Dec","Other","QLD","27","0","13"
"2003","Dec","Mongolia","QLD","18","0","64"
"2003","Dec","Slovenia","QLD","4","0","200"
"2003","Dec","Hong Kong","NT","17","4","-19"
"2003","Dec","Somalia","QLD","4","0","-50"
"2003","Dec","Ghana","QLD","19","0","6"
"2019","Dec","Slovakia","VIC","66","0","-1"
"2019","Dec","Lithuania","VIC","75","0","6"
"2019","Dec","Bosnia and Herzegovina","VIC","25","0","4"
"2019","Dec","Austria","VIC","61","0","-22"
"2019","Dec","Ethiopia","VIC","42","0","-32"
"2019","Dec","Cyprus","VIC","23","0","-28"
"2019","Dec","Sierra Leone","VIC","4","0","-33"
"2010","Dec","Luxembourg","VIC","4","0","50"
"2010","Dec","Canada","ACT","107","1","24"
"2010","Dec","Bosnia and Herzegovina","ACT","4","0","0"
"2010","Dec","Venezuela","VIC","199","0","53"
"2010","Dec","Estonia","VIC","21","0","75"
"2010","Dec","Iran","VIC","686","0","15"
"2010","Dec","San Marino","VIC","4","0",""
"2010","Dec","Bhutan","VIC","40","0","33"
"2010","Dec","Honduras","VIC","4","0","-33"
"2016","Dec","Cote d'Ivoire","NSW","4","0",""
"2016","Dec","Mexico","NSW","895","0","10"
"2016","Dec","India","NSW","15258","7","18"
"2016","Dec","East Timor","NSW","4","0","0"
"2003","Dec","Uganda","QLD","11","0","22"
"2003","Dec","Israel","QLD","27","0","42"
"2003","Dec","Iran","QLD","109","0","132"
"2003","Dec","Jordan","QLD","28","0","27"
"2010","Dec","Lithuania","ACT","5","0","400"
"2010","Dec","Austria","ACT","8","0","-20"
"2010","Dec","Slovenia","VIC","17","0","21"
"2010","Dec","Ecuador","ACT","4","0",""
"2010","Dec","Costa Rica","ACT","4","0",""
"2010","Dec","Vietnam","VIC","8279","6","7"
"2010","Dec","Latvia","ACT","4","0","-50"
"2010","Dec","Slovakia","ACT","5","0","400"
"2010","Dec","Argentina","VIC","37","0","32"
"2005","Dec","Bhutan","SA","8","0","14"
"2005","Dec","Mongolia","NSW","58","0","-6"
"2005","Dec","Hong Kong","NSW","5252","5","-9"
"2005","Dec","Jamaica","NSW","13","0","8"
"2005","Dec","Poland","SA","65","0","25"
"2005","Dec","Syria","NSW","22","0","16"
"2005","Dec","Venezuela","SA","4","0","-20"
"2005","Dec","Austria","NSW","127","0","-21"
"2005","Dec","Comoros","SA","4","0","0"
"2005","Dec","Belgium","SA","40","0","5"
"2005","Dec","Ethiopia","NSW","8","0","-11"
"2005","Dec","United Arab Emirates","NSW","41","0","37"
"2005","Dec","Slovakia","NSW","1093","1","-16"
"2005","Dec","Tonga","NSW","21","0","-5"
"2016","Dec","Japan","NSW","3721","2","14"
"2016","Dec","Latvia","NSW","37","0","19"
"2016","Dec","Congo, Democratic Republic of","NSW","4","0","100"
"2016","Dec","Azerbaijan","NSW","33","0","-6"
"2016","Dec","China","NSW","59687","29","15"
"2003","Dec","Albania","QLD","4","0","50"
"2003","Dec","Denmark","NT","4","0",""
"2003","Dec","Denmark","QLD","70","0","-21"
"2012","Dec","Ecuador","VIC","33","0","10"
"2019","Dec","Pakistan","VIC","5661","2","9"
"2019","Dec","Switzerland","VIC","132","0","6"
"2019","Dec","Malaysia","VIC","11716","5","-7"
"2019","Dec","Nigeria","VIC","412","0","1"
"2016","Dec","United States of America","NSW","4169","2","14"
"2016","Dec","Nigeria","NSW","753","0","41"
"2016","Dec","Cyprus","NSW","29","0","0"
"2016","Dec","Ecuador","NSW","116","0","12"
"2012","Dec","Haiti","VIC","4","0","0"
"2012","Dec","India","VIC","17001","14","-22"
"2012","Dec","Canada","VIC","638","1","0"
"2012","Dec","Slovakia","VIC","44","0","7"
"2019","Dec","China","VIC","72543","29","1"
"2019","Dec","South Africa","VIC","199","0","18"
"2019","Dec","Benin","VIC","4","0","0"
"2019","Dec","Congo, Democratic Republic of","VIC","4","0","-20"
"2019","Dec","North Macedonia","VIC","109","0","-2"
"2010","Dec","United Kingdom","VIC","1002","1","0"
"2019","Dec","Cote d'Ivoire","VIC","4","0",""
"2019","Dec","Vietnam","VIC","10877","4","6"
"2010","Dec","Vietnam","ACT","481","5","16"
"2010","Dec","Syria","VIC","15","0","50"
"2010","Dec","Ecuador","VIC","22","0","57"
"2010","Dec","South Africa","VIC","126","0","15"
"2010","Dec","Jordan","VIC","39","0","-7"
"2005","Dec","Kiribati","NSW","4","0","50"
"2005","Dec","Albania","NSW","6","0","-14"
"2005","Dec","Iraq","NSW","9","0","50"
"2005","Dec","El Salvador","NSW","7","0","17"
"2005","Dec","Malaysia","NT","7","2","-13"
"2005","Dec","French Polynesia","NSW","5","0","0"
"2005","Dec","Philippines","NSW","549","0","34"
"2005","Dec","Ireland","NT","4","0",""
"2019","Dec","Venezuela","VIC","183","0","-33"
"2019","Dec","Slovenia","VIC","28","0","27"
"2016","Dec","Morocco","NSW","19","0","90"
"2016","Dec","Sudan","NSW","11","0","0"
"2016","Dec","Malta","NSW","5","0","-17"
"2016","Dec","Argentina","NSW","259","0","43"
"2016","Dec","Ghana","NSW","145","0","54"
"2016","Dec","Colombia","NSW","3245","2","27"
"2016","Dec","Ireland","NSW","412","0","-16"
"2019","Dec","Estonia","VIC","65","0","-2"
"2019","Dec","Iran","VIC","863","0","-2"
"2019","Dec","Honduras","VIC","6","0","100"
"2019","Dec","United Kingdom","VIC","1969","1","5"
"2019","Dec","Luxembourg","VIC","13","0","44"
"2019","Dec","Armenia","VIC","5","0","-17"
"2019","Dec","Burkina Faso","VIC","4","0","0"
"2019","Dec","St Helena","VIC","4","0","0"
"2010","Dec","Sierra Leone","VIC","4","0","0"
"2010","Dec","Czech Republic","ACT","4","0","200"
"2010","Dec","Belgium","ACT","13","0","-7"
"2010","Dec","Slovakia","VIC","57","0","14"
"2010","Dec","Singapore","ACT","345","4","1"
"2010","Dec","Tonga","VIC","7","0","-30"
"2010","Dec","Norway","ACT","19","0","27"
"2010","Dec","Lithuania","VIC","19","0","138"
"2010","Dec","Bosnia and Herzegovina","VIC","7","0","-30"
"2010","Dec","Austria","VIC","61","0","-5"
"2016","Dec","Uganda","NSW","51","0","24"
"2016","Dec","North Macedonia","NSW","126","0","11"
"2016","Dec","Denmark","NSW","335","0","16"
"2016","Dec","Albania","NSW","9","0","-31"
"2016","Dec","Burundi","NSW","4","0","0"
"2016","Dec","Jordan","NSW","326","0","-6"
"2016","Dec","Reunion","NSW","4","0","-50"
"2003","Dec","Azerbaijan","QLD","4","0","-50"
"2003","Dec","Slovakia","QLD","61","0","30"
"2003","Dec","United Arab Emirates","QLD","144","0","73"
"2003","Dec","Ukraine","QLD","13","0","-19"
"2003","Dec","Ethiopia","QLD","6","0","0"
"2003","Dec","China","QLD","4086","9","33"
"2003","Dec","China","NT","98","22","-30"
"2019","Dec","Solomon Islands","VIC","16","0","23"
"2019","Dec","Djibouti","VIC","4","0","-33"
"2019","Dec","Belgium","VIC","120","0","2"
"2019","Dec","Kazakhstan","VIC","44","0","10"
"2019","Dec","Japan","VIC","3204","1","2"
"2019","Dec","Albania","VIC","46","0","-13"
"2010","Dec","Ethiopia","VIC","25","0","32"
"2010","Dec","Yemen","VIC","6","0","50"
"2010","Dec","Myanmar","ACT","29","0","21"
"2010","Dec","Bolivia","ACT","4","0",""
"2010","Dec","North Macedonia","VIC","55","0","62"
"2005","Dec","South Africa","SA","28","0","-18"
"2005","Dec","Morocco","SA","4","0",""
"2005","Dec","Libya","NSW","28","0","-22"
"2005","Dec","France","SA","77","0","-17"
"2005","Dec","Slovakia","SA","7","0","0"
"2005","Dec","Ghana","NSW","25","0","9"
"2005","Dec","India","NT","19","5","111"
"2005","Dec","Israel","SA","12","0","9"
"2005","Dec","United Arab Emirates","SA","69","0","44"
"2005","Dec","Colombia","NSW","568","1","9"
"2005","Dec","Eritrea","NSW","4","0","-33"
"2005","Dec","Venezuela","NSW","61","0","-24"
"2005","Dec","Ireland","SA","13","0","30"
"2005","Dec","Nigeria","NT","4","0","-50"
"2005","Dec","Hong Kong","SA","1139","7","-1"
"2005","Dec","Panama","NSW","7","0","17"
"2016","Dec","Gabon","NSW","4","0","50"
"2016","Dec","Vietnam","NSW","7456","4","4"
"2016","Dec","Singapore","NSW","1425","1","5"
"2016","Dec","Barbados","NSW","4","0","-25"
"2003","Dec","Brazil","QLD","964","2","-13"
"2003","Dec","East Timor","QLD","26","0","-13"
"2003","Dec","Ecuador","QLD","24","0","60"
"2003","Dec","Mexico","QLD","143","0","47"
"2003","Dec","Taiwan","QLD","3019","7","8"
"2003","Dec","Puerto Rico","QLD","4","0",""
"2019","Dec","Argentina","VIC","268","0","40"
"2019","Dec","Morocco","VIC","20","0","18"
"2019","Dec","Bolivia","VIC","17","0","42"
"2019","Dec","Colombia","VIC","7574","3","20"
"2019","Dec","Libya","VIC","4","0","-50"
"2010","Dec","Benin","VIC","4","0",""
"2010","Dec","Denmark","ACT","8","0","-58"
"2010","Dec","Nigeria","VIC","72","0","22"
"2010","Dec","Sudan","ACT","4","0","0"
"2010","Dec","Kosovo","VIC","4","0","0"
"2010","Dec","Belarus","VIC","5","0","-29"
"2010","Dec","United Arab Emirates","VIC","558","0","-3"
"2010","Dec","Pakistan","VIC","2729","2","2"
"2010","Dec","United Kingdom","ACT","107","1","4"
"2010","Dec","Honduras","ACT","4","0",""
"2010","Dec","Colombia","ACT","19","0","0"
"2005","Dec","Austria","NT","5","1","150"
"2005","Dec","Slovenia","NSW","13","0","117"
"2005","Dec","Jordan","SA","7","0","17"
"2005","Dec","Kazakhstan","NSW","19","0","-5"
"2005","Dec","Iran","NSW","292","0","21"
"2005","Dec","Argentina","SA","7","0","-30"
"2005","Dec","Cameroon","NT","4","1","-33"
"2005","Dec","Uganda","NSW","28","0","17"
"2005","Dec","Madagascar","SA","4","0","0"
"2005","Dec","United Kingdom","NSW","1478","1","2"
"2003","Dec","Pakistan","NT","4","0","-50"
"2003","Dec","Bhutan","QLD","4","0","0"
"2003","Dec","Cyprus","QLD","4","0","-33"
"2003","Dec","Paraguay","QLD","5","0","150"
"2003","Dec","United States of America","NT","29","7","-31"
"2003","Dec","Haiti","QLD","4","0","0"
"2003","Dec","Papua New Guinea","QLD","416","1","-15"
"2003","Dec","Eritrea","QLD","4","0","200"
"2003","Dec","Switzerland","QLD","426","1","6"
"2019","Dec","Denmark","VIC","298","0","9"
"2010","Dec","Switzerland","VIC","82","0","8"
"2010","Dec","Solomon Islands","ACT","8","0","60"
"2019","Dec","Mongolia","VIC","282","0","24"
"2019","Dec","Afghanistan","VIC","15","0","150"
"2019","Dec","Andorra","VIC","4","0",""
"2019","Dec","Azerbaijan","VIC","12","0","0"
"2016","Dec","Romania","NSW","39","0","15"
"2016","Dec","Bolivia","NSW","15","0","25"
"2016","Dec","Bulgaria","NSW","140","0","15"
"2016","Dec","Ethiopia","NSW","27","0","125"
"2016","Dec","United Arab Emirates","NSW","51","0","4"
"2019","Dec","Tonga","VIC","4","0","-33"
"2019","Dec","Dominican Republic","VIC","4","0","0"
"2019","Dec","Hong Kong","VIC","3147","1","-7"
"2019","Dec","Other","VIC","16","0","0"
"2010","Dec","Lebanon","VIC","265","0","4"
